SYSTEEM,JAAR_MAAND,PROVINCIENAAM,PLEEGGEMEENTE,PAALGEGEVENS,OMSCHRIJVING_FEITGROEP,INSTROOM,FLEX
WAHV ,2024 01,Drenthe,Assen,3607 Assen vaart zuidzijde thv kazerne,Snelheid,367
WAHV ,2024 01,Limburg,Venlo,3176 Venlo n556 eindhovenseweg kruising groot bollerweg richting venlo,Verkeerslicht,13
WAHV ,2024 01,Limburg,Venlo,3177 Venlo n556 eindhovenseweg kruising groot bollerweg richting a73,Snelheid,17
WAHV ,2024 01,Limburg,Venlo,3177 Venlo n556 eindhovenseweg kruising groot bollerweg richting a73,Verkeerslicht,6
WAHV ,2024 01,Limburg,Venlo,3526 Venlo n271 provincialeweg kruising kaldenkerkerweg richting roermond,Snelheid,38
WAHV ,2024 01,Limburg,Venlo,3526 Venlo n271 provincialeweg kruising kaldenkerkerweg richting roermond,Verkeerslicht,8
WAHV ,2024 01,Limburg,Venlo,3527 Venlo  weselseweg kruising schoolweg,Snelheid,385
WAHV ,2024 01,Limburg,Venlo,3527 Venlo  weselseweg kruising schoolweg,Verkeerslicht,14
WAHV ,2024 01,Limburg,Venlo,3528 Venlo n271 provincialeweg kruising kaldenkerkerweg richting venlo,Snelheid,15
WAHV ,2024 01,Limburg,Venlo,3529 Venlo weselseweg kruising toerit a67 eindhoven,Snelheid,2
WAHV ,2024 01,Limburg,Venlo,3529 Venlo weselseweg kruising toerit a67 eindhoven,Verkeerslicht,61
WAHV ,2024 01,Limburg,Venlo,3530 Venlo  weselseweg kruising toerit a67 duisburg,Snelheid,10
WAHV ,2024 01,Limburg,Venlo,3530 Venlo  weselseweg kruising toerit a67 duisburg,Verkeerslicht,10
WAHV ,2024 01,Limburg,Venlo,3531 Venlo  weselseweg kruising nieuw goltenweg,Snelheid,1143
WAHV ,2024 01,Limburg,Venlo,3531 Venlo  weselseweg kruising nieuw goltenweg,Verkeerslicht,21
WAHV ,2024 01,Limburg,Venlo,3722 Venlo n273 napoleonsbaan noord thv hmp 69.6,Snelheid,322
WAHV ,2024 01,Limburg,Venlo,4613 Venlo venloseweg thv huisnummer 49,Snelheid,259,True
WAHV ,2024 01,Limburg,Weert,3007 Weert n292 maaseikerweg thv hmp 4.5,Snelheid,70
WAHV ,2024 01,Limburg,Weert,3883 Weert n280 roermondseweg thv hmp 1.7,Snelheid,135
WAHV ,2024 01,Limburg,Weert,3910 Weert ringbaan-noord kruising laarderweg richting ring noord,Snelheid,237
WAHV ,2024 01,Limburg,Weert,3910 Weert ringbaan-noord kruising laarderweg richting ring noord,Verkeerslicht,46
WAHV ,2024 01,Limburg,Weert,3911 Weert ringbaan-noord kruising laarderweg richting ring oost,Snelheid,151
WAHV ,2024 01,Limburg,Weert,3911 Weert ringbaan-noord kruising laarderweg richting ring oost,Verkeerslicht,19
WAHV ,2024 01,Limburg,Weert,4002 Weert n292 frans strouxstraat thv perceel 69,Snelheid,164
WAHV ,2024 01,Noord-Brabant,'s-Hertogenbosch,3128 's-Hertogenbosch vlijmenseweg kruising oude vlijmenseweg,Snelheid,132
WAHV ,2024 01,Noord-Brabant,'s-Hertogenbosch,3128 's-Hertogenbosch vlijmenseweg kruising oude vlijmenseweg,Verkeerslicht,17
WAHV ,2024 01,Noord-Brabant,'s-Hertogenbosch,3129 's-Hertogenbosch vlijmenseweg kruising deutersestraat,Snelheid,73
WAHV ,2024 01,Noord-Brabant,'s-Hertogenbosch,3129 's-Hertogenbosch vlijmenseweg kruising deutersestraat,Verkeerslicht,40
WAHV ,2024 01,Noord-Brabant,'s-Hertogenbosch,3132 's-Hertogenbosch graafseweg kruising grobbendoncklaan,Snelheid,2
WAHV ,2024 01,Noord-Brabant,'s-Hertogenbosch,3132 's-Hertogenbosch graafseweg kruising grobbendoncklaan,Verkeerslicht,27
WAHV ,2024 01,Noord-Brabant,'s-Hertogenbosch,3500 's-Hertogenbosch  orthenseweg kruising citadellaan,Snelheid,72
WAHV ,2024 01,Noord-Brabant,'s-Hertogenbosch,3500 's-Hertogenbosch  orthenseweg kruising citadellaan,Verkeerslicht,10
WAHV ,2024 01,Noord-Brabant,'s-Hertogenbosch,3984 's-Hertogenbosch sint teunislaan thv perceel 60,Snelheid,119,True
WAHV ,2024 01,Noord-Brabant,'s-Hertogenbosch,6324 's-Hertogenbosch bruistensingel kruising de harendonkweg,Snelheid,124
WAHV ,2024 01,Noord-Brabant,'s-Hertogenbosch,6324 's-Hertogenbosch bruistensingel kruising de harendonkweg,Verkeerslicht,18
WAHV ,2024 01,Noord-Brabant,'s-Hertogenbosch,6325 's-Hertogenbosch bruistensingel kruising balkweg,Snelheid,125
WAHV ,2024 01,Noord-Brabant,'s-Hertogenbosch,6326 's-Hertogenbosch bruistensingel kruising zevenhontseweg ri bazeldonk,Snelheid,207
WAHV ,2024 01,Noord-Brabant,'s-Hertogenbosch,6328 's-Hertogenbosch bruistensingel kruising hervensebaan,Snelheid,70
WAHV ,2024 01,Noord-Brabant,'s-Hertogenbosch,6328 's-Hertogenbosch bruistensingel kruising hervensebaan,Verkeerslicht,12
WAHV ,2024 01,Noord-Brabant,'s-Hertogenbosch,6329 's-Hertogenbosch van grobbendoncklaan kruising graafseweg,Snelheid,31
WAHV ,2024 01,Noord-Brabant,'s-Hertogenbosch,6329 's-Hertogenbosch van grobbendoncklaan kruising graafseweg,Verkeerslicht,13
WAHV ,2024 01,Noord-Brabant,'s-Hertogenbosch,6331 's-Hertogenbosch hambakenweg kruising orthen,Snelheid,237
WAHV ,2024 01,Noord-Brabant,'s-Hertogenbosch,6331 's-Hertogenbosch hambakenweg kruising orthen,Verkeerslicht,8
WAHV ,2024 01,Noord-Brabant,'s-Hertogenbosch,6332 's-Hertogenbosch orthen kruising het wielsem,Snelheid,147
WAHV ,2024 01,Noord-Brabant,'s-Hertogenbosch,6333 's-Hertogenbosch orthenseweg kruising vogelstraat,Snelheid,195
WAHV ,2024 01,Noord-Brabant,'s-Hertogenbosch,6333 's-Hertogenbosch orthenseweg kruising vogelstraat,Verkeerslicht,9
WAHV ,2024 01,Noord-Brabant,'s-Hertogenbosch,6334 's-Hertogenbosch zandzuigerstraat kruising nelson mandelalaan,Snelheid,195
WAHV ,2024 01,Noord-Brabant,'s-Hertogenbosch,6334 's-Hertogenbosch zandzuigerstraat kruising nelson mandelalaan,Verkeerslicht,17
WAHV ,2024 01,Noord-Brabant,'s-Hertogenbosch,6335 's-Hertogenbosch zandzuigerstraat kruising ertveldweg,Snelheid,207
WAHV ,2024 01,Noord-Brabant,'s-Hertogenbosch,6335 's-Hertogenbosch zandzuigerstraat kruising ertveldweg,Verkeerslicht,28
WAHV ,2024 01,Noord-Brabant,Bergen op Zoom,3988 Bergen op Zoom randweg west thv kruising halsterseweg,Snelheid,88,True
WAHV ,2024 01,Noord-Brabant,Boxtel,6301 Boxtel eindhovenseweg thv perceel 28,Snelheid,413
WAHV ,2024 01,Noord-Brabant,Breda,3082 Breda crogtdijk kruising terheijdenseweg,Snelheid,91
WAHV ,2024 01,Noord-Brabant,Breda,3082 Breda crogtdijk kruising terheijdenseweg,Verkeerslicht,18
WAHV ,2024 01,Noord-Brabant,Breda,3330 Breda westerparklaan kruising heilaarpark,Snelheid,311
WAHV ,2024 01,Noord-Brabant,Breda,3330 Breda westerparklaan kruising heilaarpark,Verkeerslicht,13
WAHV ,2024 01,Noord-Brabant,Breda,3331 Breda westerparklaan kruising weerschijnvlinder,Snelheid,267
WAHV ,2024 01,Noord-Brabant,Breda,3331 Breda westerparklaan kruising weerschijnvlinder,Verkeerslicht,17
WAHV ,2024 01,Noord-Brabant,Breda,3891 Breda backer en ruebweg kruising emerparklaan richting a16,Snelheid,150
WAHV ,2024 01,Noord-Brabant,Breda,3891 Breda backer en ruebweg kruising emerparklaan richting a16,Verkeerslicht,19
WAHV ,2024 01,Noord-Brabant,Breda,3892 Breda backer en ruebweg kruising westerparkln ri hoge vucht,Snelheid,76
WAHV ,2024 01,Noord-Brabant,Breda,3892 Breda backer en ruebweg kruising westerparkln ri hoge vucht,Verkeerslicht,17
WAHV ,2024 01,Noord-Brabant,Breda,4602 Breda julianalaan thv huisnummers 79-81,Snelheid,616,True
WAHV ,2024 01,Noord-Brabant,Eindhoven,3142 Eindhoven hondsruglaan kruising rode kruislaan,Snelheid,38
WAHV ,2024 01,Noord-Brabant,Eindhoven,3142 Eindhoven hondsruglaan kruising rode kruislaan,Verkeerslicht,14
WAHV ,2024 01,Noord-Brabant,Eindhoven,3144 Eindhoven boschdijk kruising spaaihoefweg,Snelheid,45
WAHV ,2024 01,Noord-Brabant,Eindhoven,3144 Eindhoven boschdijk kruising spaaihoefweg,Verkeerslicht,3
WAHV ,2024 01,Noord-Brabant,Eindhoven,3146 Eindhoven huizingalaan kruising fakkellaan,Snelheid,160
WAHV ,2024 01,Noord-Brabant,Eindhoven,3146 Eindhoven huizingalaan kruising fakkellaan,Verkeerslicht,2
WAHV ,2024 01,Noord-Brabant,Eindhoven,3147 Eindhoven boschdijk kruising pieter zeemanstraat,Snelheid,30
WAHV ,2024 01,Noord-Brabant,Eindhoven,3147 Eindhoven boschdijk kruising pieter zeemanstraat,Verkeerslicht,26
WAHV ,2024 01,Noord-Brabant,Eindhoven,3151 Eindhoven boutenslaan kruising hoogstraat,Snelheid,23
WAHV ,2024 01,Noord-Brabant,Eindhoven,3151 Eindhoven boutenslaan kruising hoogstraat,Verkeerslicht,19
WAHV ,2024 01,Noord-Brabant,Eindhoven,3154 Eindhoven anthony fokkerweg kruising achtseweg zuid,Snelheid,27
WAHV ,2024 01,Noord-Brabant,Eindhoven,3154 Eindhoven anthony fokkerweg kruising achtseweg zuid,Verkeerslicht,3
WAHV ,2024 01,Noord-Brabant,Eindhoven,3155 Eindhoven boschdijk kruising 2e lieven de keylaan,Snelheid,284
WAHV ,2024 01,Noord-Brabant,Eindhoven,3155 Eindhoven boschdijk kruising 2e lieven de keylaan,Verkeerslicht,7
WAHV ,2024 01,Noord-Brabant,Eindhoven,3507 Eindhoven boschdijk kruising marconilaan,Snelheid,3
WAHV ,2024 01,Noord-Brabant,Eindhoven,3507 Eindhoven boschdijk kruising marconilaan,Verkeerslicht,49
WAHV ,2024 01,Noord-Brabant,Eindhoven,3511 Eindhoven botenlaan kruising strijpsestraat,Snelheid,12
WAHV ,2024 01,Noord-Brabant,Eindhoven,3511 Eindhoven botenlaan kruising strijpsestraat,Verkeerslicht,21
WAHV ,2024 01,Noord-Brabant,Eindhoven,3718 Eindhoven john f. kennedylaan thv heeghtakker ri centrum,Snelheid,776
WAHV ,2024 01,Noord-Brabant,Eindhoven,4606 Eindhoven geldropseweg thv lichtmast 262,Snelheid,4948,True
WAHV ,2024 01,Noord-Brabant,Eindhoven,6305 Eindhoven anthony fokkerweg kruising cor gehrelslaan,Snelheid,136
WAHV ,2024 01,Noord-Brabant,Eindhoven,6305 Eindhoven anthony fokkerweg kruising cor gehrelslaan,Verkeerslicht,23
WAHV ,2024 01,Noord-Brabant,Eindhoven,6306 Eindhoven karel de grotelaan kruising grieglaan,Snelheid,345
WAHV ,2024 01,Noord-Brabant,Eindhoven,6306 Eindhoven karel de grotelaan kruising grieglaan,Verkeerslicht,34
WAHV ,2024 01,Noord-Brabant,Eindhoven,6310 Eindhoven onze lieve vrouwestraat kruising john f. kennedylaan,Snelheid,5
WAHV ,2024 01,Noord-Brabant,Eindhoven,6310 Eindhoven onze lieve vrouwestraat kruising john f. kennedylaan,Verkeerslicht,4
WAHV ,2024 01,Noord-Brabant,Eindhoven,6311 Eindhoven professor holstlaan kruising antoon coolenlaan,Snelheid,104
WAHV ,2024 01,Noord-Brabant,Eindhoven,6311 Eindhoven professor holstlaan kruising antoon coolenlaan,Verkeerslicht,4
WAHV ,2024 01,Noord-Brabant,Eindhoven,6312 Eindhoven limburglaan kruising beemdstraat,Snelheid,28
WAHV ,2024 01,Noord-Brabant,Eindhoven,6312 Eindhoven limburglaan kruising beemdstraat,Verkeerslicht,15
WAHV ,2024 01,Noord-Brabant,Eindhoven,6313 Eindhoven boutenslaan kruising aalsterweg,Snelheid,11
WAHV ,2024 01,Noord-Brabant,Eindhoven,6313 Eindhoven boutenslaan kruising aalsterweg,Verkeerslicht,28
WAHV ,2024 01,Noord-Brabant,Eindhoven,6314 Eindhoven leenderweg kruising piuslaan,Snelheid,9
WAHV ,2024 01,Noord-Brabant,Eindhoven,6314 Eindhoven leenderweg kruising piuslaan,Verkeerslicht,80
WAHV ,2024 01,Noord-Brabant,Eindhoven,6315 Eindhoven piuslaan kruising leenderweg,Snelheid,10
WAHV ,2024 01,Noord-Brabant,Eindhoven,6315 Eindhoven piuslaan kruising leenderweg,Verkeerslicht,9
WAHV ,2024 01,Noord-Brabant,Eindhoven,6316 Eindhoven hugo van der goeslaan kruising geldropseweg,Snelheid,54
WAHV ,2024 01,Noord-Brabant,Eindhoven,6316 Eindhoven hugo van der goeslaan kruising geldropseweg,Verkeerslicht,35
WAHV ,2024 01,Noord-Brabant,Geldrop-Mierlo,6317 Geldrop-Mierlo gijzenrooiseweg kruising rielsedijk,Snelheid,98
WAHV ,2024 01,Noord-Brabant,Geldrop-Mierlo,6317 Geldrop-Mierlo gijzenrooiseweg kruising rielsedijk,Verkeerslicht,3
WAHV ,2024 01,Noord-Brabant,Geldrop-Mierlo,6318 Geldrop-Mierlo gijzenrooiseweg kruising aragorn richting coevering,Snelheid,19
WAHV ,2024 01,Noord-Brabant,Geldrop-Mierlo,6318 Geldrop-Mierlo gijzenrooiseweg kruising aragorn richting coevering,Verkeerslicht,3
WAHV ,2024 01,Noord-Brabant,Geldrop-Mierlo,6319 Geldrop-Mierlo gijzenrooiseweg kruising aragorn richting zesgehuchten,Snelheid,170
WAHV ,2024 01,Noord-Brabant,Geldrop-Mierlo,6319 Geldrop-Mierlo gijzenrooiseweg kruising aragorn richting zesgehuchten,Verkeerslicht,1
WAHV ,2024 01,Noord-Brabant,Geldrop-Mierlo,6349 Geldrop-Mierlo mierloseweg kruising dwarsstraat,Snelheid,61
WAHV ,2024 01,Noord-Brabant,Geldrop-Mierlo,6349 Geldrop-Mierlo mierloseweg kruising dwarsstraat,Verkeerslicht,17
WAHV ,2024 01,Noord-Brabant,Gemert-Bakel,6344 Gemert-Bakel n272 elsendorpseweg thv hmp 9.6,Snelheid,621
WAHV ,2024 01,Noord-Brabant,Gemert-Bakel,6345 Gemert-Bakel n272 elsendorpseweg thv hmp 12.2,Snelheid,157
WAHV ,2024 01,Noord-Brabant,Helmond,3159 Helmond kanaaldijk noord-west kruising oostende,Snelheid,9
WAHV ,2024 01,Noord-Brabant,Helmond,3159 Helmond kanaaldijk noord-west kruising oostende,Verkeerslicht,8
WAHV ,2024 01,Noord-Brabant,Helmond,3161 Helmond n270 europaweg kruising schootense dreef,Snelheid,70
WAHV ,2024 01,Noord-Brabant,Helmond,3161 Helmond n270 europaweg kruising schootense dreef,Verkeerslicht,2
WAHV ,2024 01,Noord-Brabant,Helmond,3166 Helmond oostende kruising kanaaldijk noord-oost,Snelheid,9
WAHV ,2024 01,Noord-Brabant,Helmond,3166 Helmond oostende kruising kanaaldijk noord-oost,Verkeerslicht,3
WAHV ,2024 01,Noord-Brabant,Helmond,3169 Helmond n270 deurneseweg kruising deltaweg,Snelheid,89
WAHV ,2024 01,Noord-Brabant,Helmond,3169 Helmond n270 deurneseweg kruising deltaweg,Verkeerslicht,10
WAHV ,2024 01,Noord-Brabant,Helmond,3170 Helmond n270 deurneseweg kruising weg door de rijpel,Snelheid,33
WAHV ,2024 01,Noord-Brabant,Helmond,3170 Helmond n270 deurneseweg kruising weg door de rijpel,Verkeerslicht,4
WAHV ,2024 01,Noord-Brabant,Helmond,3516 Helmond n270 kasteel traverse kruising stationsstraat,Snelheid,68
WAHV ,2024 01,Noord-Brabant,Helmond,3516 Helmond n270 kasteel traverse kruising stationsstraat,Verkeerslicht,9
WAHV ,2024 01,Noord-Brabant,Helmond,6323 Helmond wethouder van wellaan kruising bakelsedijk,Snelheid,13
WAHV ,2024 01,Noord-Brabant,Helmond,6339 Helmond n270 europaweg kruising hortsedijk richting deurne,Snelheid,286
WAHV ,2024 01,Noord-Brabant,Helmond,6339 Helmond n270 europaweg kruising hortsedijk richting deurne,Verkeerslicht,8
WAHV ,2024 01,Noord-Brabant,Helmond,6342 Helmond n270 kasteel traverse kruising zuidende,Snelheid,115
WAHV ,2024 01,Noord-Brabant,Helmond,6342 Helmond n270 kasteel traverse kruising zuidende,Verkeerslicht,4
WAHV ,2024 01,Noord-Brabant,Helmond,6348 Helmond heeklaan kruising kanaaldijk zuid-west,Snelheid,2
WAHV ,2024 01,Noord-Brabant,Maashorst,4624 Maashorst rondweg thv huisnummer 5,Snelheid,1312,True
WAHV ,2024 01,Noord-Brabant,Meierijstad,4605 Meierijstad n637 rooiseweg thv huisnummer 17,Snelheid,40,True
WAHV ,2024 01,Noord-Brabant,Meierijstad,6351 Meierijstad veghelsedijk thv hmp 4.0,Snelheid,605
WAHV ,2024 01,Noord-Brabant,Nuenen. Gerwen en Nederwetten,3175 Nuenen. Gerwen en Nederwetten smits van oyenlaan kruising vincent van goghstraat,Snelheid,86
WAHV ,2024 01,Noord-Brabant,Nuenen. Gerwen en Nederwetten,3175 Nuenen. Gerwen en Nederwetten smits van oyenlaan kruising vincent van goghstraat,Verkeerslicht,7
WAHV ,2024 01,Noord-Brabant,Oisterwijk,3711 Oisterwijk n65 rijksweg thv hmp 13.4 richting tilburg,Snelheid,252
WAHV ,2024 01,Noord-Brabant,Oosterhout,4621 Oosterhout beneluxweg thv huisnummer 85,Snelheid,292,True
WAHV ,2024 01,Noord-Brabant,Oss,6336 Oss hertogin johannasingel kruising kromstraat richting witte hoef,Snelheid,11
WAHV ,2024 01,Noord-Brabant,Oss,6336 Oss hertogin johannasingel kruising kromstraat richting witte hoef,Verkeerslicht,18
WAHV ,2024 01,Noord-Brabant,Roosendaal,3338 Roosendaal van beethovenlaan kruising strausslaan richting a58,Snelheid,335
WAHV ,2024 01,Noord-Brabant,Roosendaal,3338 Roosendaal van beethovenlaan kruising strausslaan richting a58,Verkeerslicht,73
WAHV ,2024 01,Noord-Brabant,Roosendaal,3340 Roosendaal burg. freijterslaan kruising jan vermeerlaan richting centrum,Snelheid,185
WAHV ,2024 01,Noord-Brabant,Roosendaal,3340 Roosendaal burg. freijterslaan kruising jan vermeerlaan richting centrum,Verkeerslicht,147
WAHV ,2024 01,Noord-Brabant,Roosendaal,3341 Roosendaal burg. freijterslaan kruising jan vermeerlaan richting a17,Snelheid,98
WAHV ,2024 01,Noord-Brabant,Roosendaal,3341 Roosendaal burg. freijterslaan kruising jan vermeerlaan richting a17,Verkeerslicht,102
WAHV ,2024 01,Noord-Brabant,Someren,4628 Someren n612 stipdonk thv hmp 82.8,Snelheid,741,True
WAHV ,2024 01,Noord-Brabant,Tilburg,3026 Tilburg ringbaan west kruising hart van brabantlaan,Snelheid,389
WAHV ,2024 01,Noord-Brabant,Tilburg,3026 Tilburg ringbaan west kruising hart van brabantlaan,Verkeerslicht,34
WAHV ,2024 01,Noord-Brabant,Tilburg,3027 Tilburg ringbaan west kruising professor cobbenhagen,Snelheid,408
WAHV ,2024 01,Noord-Brabant,Tilburg,3027 Tilburg ringbaan west kruising professor cobbenhagen,Verkeerslicht,32
WAHV ,2024 01,Noord-Brabant,Tilburg,3028 Tilburg ringbaan west kruising wandelboslaan,Snelheid,374
WAHV ,2024 01,Noord-Brabant,Tilburg,3029 Tilburg ringbaan west kruising kwaadeindstraat,Snelheid,421
WAHV ,2024 01,Noord-Brabant,Tilburg,3074 Tilburg ringbaan oost kruising caspar houbenstraat,Snelheid,945
WAHV ,2024 01,Noord-Brabant,Tilburg,3074 Tilburg ringbaan oost kruising caspar houbenstraat,Verkeerslicht,22
WAHV ,2024 01,Noord-Brabant,Tilburg,3122 Tilburg heikantlaan kruising telemannpad,Snelheid,264
WAHV ,2024 01,Noord-Brabant,Tilburg,3122 Tilburg heikantlaan kruising telemannpad,Verkeerslicht,12
WAHV ,2024 01,Noord-Brabant,Tilburg,3123 Tilburg heikantlaan kruising bachpad,Snelheid,336
WAHV ,2024 01,Noord-Brabant,Tilburg,3123 Tilburg heikantlaan kruising bachpad,Verkeerslicht,3
WAHV ,2024 01,Noord-Brabant,Tilburg,3494 Tilburg n282 bredaseweg kruising zwartvenseweg,Snelheid,56
WAHV ,2024 01,Noord-Brabant,Tilburg,3494 Tilburg n282 bredaseweg kruising zwartvenseweg,Verkeerslicht,7
WAHV ,2024 01,Noord-Brabant,Tilburg,3495 Tilburg ringbaan west kruising bredaseweg,Snelheid,153
WAHV ,2024 01,Noord-Brabant,Tilburg,3495 Tilburg ringbaan west kruising bredaseweg,Verkeerslicht,61
WAHV ,2024 01,Noord-Brabant,Tilburg,3701 Tilburg n65 bosscheweg thv hmp 16.4 ri den bosch,Snelheid,520
WAHV ,2024 01,Noord-Brabant,Tilburg,3705 Tilburg n65 rijksweg thv hmp 14.9 richting den bosch,Snelheid,348
WAHV ,2024 01,Noord-Brabant,Tilburg,3706 Tilburg n65 rijksweg thv hmp 14.9 richting tilburg,Snelheid,155
WAHV ,2024 01,Noord-Brabant,Tilburg,4300 Tilburg ringbaan zuid thv huisnummer 301,Snelheid,950,True
WAHV ,2024 01,Noord-Brabant,Vught,3036 Vught n65 helvoirtseweg thv hmp 7.0,Snelheid,410
WAHV ,2024 01,Noord-Brabant,Vught,3714 Vught n65 rijksweg thv hmp 10.3 richting tilburg,Snelheid,552
WAHV ,2024 01,Noord-Brabant,Vught,3715 Vught n65 helvoirtseweg thv hmp 5.0 richting tilburg,Snelheid,479
WAHV ,2024 01,Noord-Holland,Aalsmeer,3569 Aalsmeer burgemeester brouwerweg (n201) kruising legmeerdijk (n231),Snelheid,17
WAHV ,2024 01,Noord-Holland,Aalsmeer,3569 Aalsmeer burgemeester brouwerweg (n201) kruising legmeerdijk (n231),Verkeerslicht,23
WAHV ,2024 01,Noord-Holland,Alkmaar,3307 Alkmaar n9 heilooër tolweg kruising kennemerstraatweg richting egmond,Snelheid,158
WAHV ,2024 01,Noord-Holland,Alkmaar,3307 Alkmaar n9 heilooër tolweg kruising kennemerstraatweg richting egmond,Verkeerslicht,33
WAHV ,2024 01,Noord-Holland,Alkmaar,3310 Alkmaar heilooer tolweg kruising kennemerstraatweg richting haarlem,Snelheid,1
WAHV ,2024 01,Noord-Holland,Alkmaar,3310 Alkmaar n9 heilooã«r tolweg kruising kennemerstraatweg richting haarlem,Snelheid,79
WAHV ,2024 01,Noord-Holland,Alkmaar,3310 Alkmaar n9 heilooã«r tolweg kruising kennemerstraatweg richting haarlem,Verkeerslicht,40
WAHV ,2024 01,Noord-Holland,Alkmaar,3824 Alkmaar n9 martin luther kingweg kruising huiswaarderweg,Snelheid,468
WAHV ,2024 01,Noord-Holland,Alkmaar,3824 Alkmaar n9 martin luther kingweg kruising huiswaarderweg,Verkeerslicht,37
WAHV ,2024 01,Noord-Holland,Alkmaar,3825 Alkmaar n9 steve bikoweg kruising huiswaarderweg,Snelheid,447
WAHV ,2024 01,Noord-Holland,Alkmaar,3825 Alkmaar n9 steve bikoweg kruising huiswaarderweg,Verkeerslicht,48
WAHV ,2024 01,Noord-Holland,Amstelveen,3570 Amstelveen legmeerdijk (n231) kruising provincialeweg (n201),Snelheid,143
WAHV ,2024 01,Noord-Holland,Amstelveen,3570 Amstelveen legmeerdijk (n231) kruising provincialeweg (n201),Verkeerslicht,9
WAHV ,2024 01,Noord-Holland,Amsterdam,3210 Amsterdam s102 basisweg kruising radarweg,Snelheid,77
WAHV ,2024 01,Noord-Holland,Amsterdam,3210 Amsterdam s102 basisweg kruising radarweg,Verkeerslicht,5
WAHV ,2024 01,Noord-Holland,Amsterdam,3211 Amsterdam s112 wibautstraat kruising president steynstraat,Snelheid,373
WAHV ,2024 01,Noord-Holland,Amsterdam,3211 Amsterdam s112 wibautstraat kruising president steynstraat,Verkeerslicht,298
WAHV ,2024 01,Noord-Holland,Amsterdam,3212 Amsterdam s100 stadhouderskade kruising westeinde,Verkeerslicht,172
WAHV ,2024 01,Noord-Holland,Amsterdam,3311 Amsterdam s114 ijburglaan kruising zuiderzeeweg,Snelheid,395
WAHV ,2024 01,Noord-Holland,Amsterdam,3311 Amsterdam s114 ijburglaan kruising zuiderzeeweg,Verkeerslicht,35
WAHV ,2024 01,Noord-Holland,Amsterdam,3312 Amsterdam s114 piet heintunnel kruising zuiderzeeweg,Snelheid,706
WAHV ,2024 01,Noord-Holland,Amsterdam,3312 Amsterdam s114 piet heintunnel kruising zuiderzeeweg,Verkeerslicht,38
WAHV ,2024 01,Noord-Holland,Amsterdam,3325 Amsterdam s100 stadhouderskade kruising leidseplein richting nassaukade,Verkeerslicht,111
WAHV ,2024 01,Noord-Holland,Amsterdam,3326 Amsterdam s100 stadhouderskade kruising ferdinand bolstraat ri. mauritskade,Verkeerslicht,188
WAHV ,2024 01,Noord-Holland,Amsterdam,3327 Amsterdam s100 stadhouderskade kruising weteringlaan richting nassaukade,Verkeerslicht,77
WAHV ,2024 01,Noord-Holland,Amsterdam,3434 Amsterdam n247 nieuwe leeuwarderweg kruising toerit a10,Snelheid,383
WAHV ,2024 01,Noord-Holland,Amsterdam,3434 Amsterdam n247 nieuwe leeuwarderweg kruising toerit a10,Verkeerslicht,5
WAHV ,2024 01,Noord-Holland,Amsterdam,3435 Amsterdam s106 afrit a10 kruising cornelis lelylaan,Snelheid,26
WAHV ,2024 01,Noord-Holland,Amsterdam,3435 Amsterdam s106 afrit a10 kruising cornelis lelylaan,Verkeerslicht,63
WAHV ,2024 01,Noord-Holland,Den Helder,3639 Den Helder lange vliet thv perceel 8,Snelheid,208
WAHV ,2024 01,Noord-Holland,Den Helder,3640 Den Helder nieuwe weg thv perceel 30,Snelheid,109
WAHV ,2024 01,Noord-Holland,Haarlem,3070 Haarlem n205 fonteinlaan thv perceel 1,Snelheid,611
WAHV ,2024 01,Noord-Holland,Haarlem,3071 Haarlem n205 dreef thv perceel 46,Snelheid,426
